@RELATION carevaluation

@ATTRIBUTE coste {alto,bajo,mediano,muy_alto}
@ATTRIBUTE tamano {alto,bajo,mediano,muy_alto}
@ATTRIBUTE puertas {1,2,3,4,mas}
@ATTRIBUTE capacidad {1,2,3,4,mas}
@ATTRIBUTE tam_maletero {grande,mediano,pequeno}
@ATTRIBUTE seguridad {alto,bajo,mediano}
@ATTRIBUTE evaluacion {aceptable,bueno,inaceptable,muy_bueno}

@DATA
alto,muy_alto,3,mas,mediano,bajo,inaceptable
alto,muy_alto,3,mas,mediano,mediano,inaceptable
alto,muy_alto,3,mas,mediano,alto,inaceptable
alto,muy_alto,3,mas,grande,bajo,inaceptable
alto,muy_alto,3,mas,grande,mediano,inaceptable
alto,muy_alto,3,mas,grande,alto,inaceptable
alto,muy_alto,4,2,pequeno,bajo,inaceptable
alto,muy_alto,4,2,pequeno,mediano,inaceptable
alto,muy_alto,4,2,pequeno,alto,inaceptable
alto,muy_alto,4,2,mediano,bajo,inaceptable
alto,muy_alto,4,2,mediano,mediano,inaceptable
alto,muy_alto,4,2,mediano,alto,inaceptable
alto,muy_alto,4,2,grande,bajo,inaceptable
alto,muy_alto,4,2,grande,mediano,inaceptable
alto,muy_alto,4,2,grande,alto,inaceptable
alto,muy_alto,4,4,pequeno,bajo,inaceptable
alto,muy_alto,4,4,pequeno,mediano,inaceptable
alto,muy_alto,4,4,pequeno,alto,inaceptable
alto,muy_alto,4,4,mediano,bajo,inaceptable
alto,muy_alto,4,4,mediano,mediano,inaceptable
alto,muy_alto,4,4,mediano,alto,inaceptable
alto,muy_alto,4,4,grande,bajo,inaceptable
alto,muy_alto,4,4,grande,mediano,inaceptable
alto,muy_alto,4,4,grande,alto,inaceptable
alto,muy_alto,4,mas,pequeno,bajo,inaceptable
alto,muy_alto,4,mas,pequeno,mediano,inaceptable
alto,muy_alto,4,mas,pequeno,alto,inaceptable
alto,muy_alto,4,mas,mediano,bajo,inaceptable
alto,muy_alto,4,mas,mediano,mediano,inaceptable
alto,muy_alto,4,mas,mediano,alto,inaceptable
alto,muy_alto,4,mas,grande,bajo,inaceptable
alto,muy_alto,4,mas,grande,mediano,inaceptable
alto,muy_alto,4,mas,grande,alto,inaceptable
alto,muy_alto,mas,2,pequeno,bajo,inaceptable
alto,muy_alto,mas,2,pequeno,mediano,inaceptable
alto,muy_alto,mas,2,pequeno,alto,inaceptable
alto,muy_alto,mas,2,mediano,bajo,inaceptable
alto,muy_alto,mas,2,mediano,mediano,inaceptable
alto,muy_alto,mas,2,mediano,alto,inaceptable
alto,muy_alto,mas,2,grande,bajo,inaceptable
alto,muy_alto,mas,2,grande,mediano,inaceptable
alto,muy_alto,mas,2,grande,alto,inaceptable
alto,muy_alto,mas,4,pequeno,bajo,inaceptable
alto,muy_alto,mas,4,pequeno,mediano,inaceptable
alto,muy_alto,mas,4,pequeno,alto,inaceptable
alto,muy_alto,mas,4,mediano,bajo,inaceptable
alto,muy_alto,mas,4,mediano,mediano,inaceptable
alto,muy_alto,mas,4,mediano,alto,inaceptable
alto,muy_alto,mas,4,grande,bajo,inaceptable
alto,muy_alto,mas,4,grande,mediano,inaceptable
alto,muy_alto,mas,4,grande,alto,inaceptable
alto,muy_alto,mas,mas,pequeno,bajo,inaceptable
alto,muy_alto,mas,mas,pequeno,mediano,inaceptable
alto,muy_alto,mas,mas,pequeno,alto,inaceptable
alto,muy_alto,mas,mas,mediano,bajo,inaceptable
alto,muy_alto,mas,mas,mediano,mediano,inaceptable
alto,muy_alto,mas,mas,mediano,alto,inaceptable
alto,muy_alto,mas,mas,grande,bajo,inaceptable
alto,muy_alto,mas,mas,grande,mediano,inaceptable
alto,muy_alto,mas,mas,grande,alto,inaceptable
alto,alto,2,2,pequeno,bajo,inaceptable
alto,alto,2,2,pequeno,mediano,inaceptable
alto,alto,2,2,pequeno,alto,inaceptable
alto,alto,2,2,mediano,bajo,inaceptable
alto,alto,2,2,mediano,mediano,inaceptable
alto,alto,2,2,mediano,alto,inaceptable
alto,alto,2,2,grande,bajo,inaceptable
alto,alto,2,2,grande,mediano,inaceptable
alto,alto,2,2,grande,alto,inaceptable
alto,alto,2,4,pequeno,bajo,inaceptable
alto,alto,2,4,pequeno,mediano,inaceptable
alto,alto,2,4,pequeno,alto,aceptable
alto,alto,2,4,mediano,bajo,inaceptable
alto,alto,2,4,mediano,mediano,inaceptable
alto,alto,2,4,mediano,alto,aceptable
alto,alto,2,4,grande,bajo,inaceptable
alto,alto,2,4,grande,mediano,aceptable
alto,alto,2,4,grande,alto,aceptable
alto,alto,2,mas,pequeno,bajo,inaceptable
alto,alto,2,mas,pequeno,mediano,inaceptable
alto,alto,2,mas,pequeno,alto,inaceptable
alto,alto,2,mas,mediano,bajo,inaceptable
alto,alto,2,mas,mediano,mediano,inaceptable
alto,alto,2,mas,mediano,alto,aceptable
alto,alto,2,mas,grande,bajo,inaceptable
alto,alto,2,mas,grande,mediano,aceptable
alto,alto,2,mas,grande,alto,aceptable
alto,alto,3,2,pequeno,bajo,inaceptable
alto,alto,3,2,pequeno,mediano,inaceptable
alto,alto,3,2,pequeno,alto,inaceptable
alto,alto,3,2,mediano,bajo,inaceptable
alto,alto,3,2,mediano,mediano,inaceptable
alto,alto,3,2,mediano,alto,inaceptable
alto,alto,3,2,grande,bajo,inaceptable
alto,alto,3,2,grande,mediano,inaceptable
alto,alto,3,2,grande,alto,inaceptable
alto,alto,3,4,pequeno,bajo,inaceptable
alto,alto,3,4,pequeno,mediano,inaceptable
alto,alto,3,4,pequeno,alto,aceptable
alto,alto,3,4,mediano,bajo,inaceptable
alto,alto,3,4,mediano,mediano,inaceptable
alto,alto,3,4,mediano,alto,aceptable
alto,alto,3,4,grande,bajo,inaceptable
alto,alto,3,4,grande,mediano,aceptable
alto,alto,3,4,grande,alto,aceptable
alto,alto,3,mas,pequeno,bajo,inaceptable
alto,alto,3,mas,pequeno,mediano,inaceptable
alto,alto,3,mas,pequeno,alto,aceptable
alto,alto,3,mas,mediano,bajo,inaceptable
alto,alto,3,mas,mediano,mediano,aceptable
alto,alto,3,mas,mediano,alto,aceptable
alto,alto,3,mas,grande,bajo,inaceptable
alto,alto,3,mas,grande,mediano,aceptable
alto,alto,3,mas,grande,alto,aceptable
alto,alto,4,2,pequeno,bajo,inaceptable
alto,alto,4,2,pequeno,mediano,inaceptable
alto,alto,4,2,pequeno,alto,inaceptable
alto,alto,4,2,mediano,bajo,inaceptable
alto,alto,4,2,mediano,mediano,inaceptable
alto,alto,4,2,mediano,alto,inaceptable
alto,alto,4,2,grande,bajo,inaceptable
alto,alto,4,2,grande,mediano,inaceptable
alto,alto,4,2,grande,alto,inaceptable
alto,alto,4,4,pequeno,bajo,inaceptable
alto,alto,4,4,pequeno,mediano,inaceptable
alto,alto,4,4,pequeno,alto,aceptable
alto,alto,4,4,mediano,bajo,inaceptable
alto,alto,4,4,mediano,mediano,aceptable
alto,alto,4,4,mediano,alto,aceptable
alto,alto,4,4,grande,bajo,inaceptable
alto,alto,4,4,grande,mediano,aceptable
alto,alto,4,4,grande,alto,aceptable
alto,alto,4,mas,pequeno,bajo,inaceptable
alto,alto,4,mas,pequeno,mediano,inaceptable
alto,alto,4,mas,pequeno,alto,aceptable
alto,alto,4,mas,mediano,bajo,inaceptable
alto,alto,4,mas,mediano,mediano,aceptable
alto,alto,4,mas,mediano,alto,aceptable
alto,alto,4,mas,grande,bajo,inaceptable
alto,alto,4,mas,grande,mediano,aceptable
alto,alto,4,mas,grande,alto,aceptable
alto,alto,mas,2,pequeno,bajo,inaceptable
alto,alto,mas,2,pequeno,mediano,inaceptable
alto,alto,mas,2,pequeno,alto,inaceptable
alto,alto,mas,2,mediano,bajo,inaceptable
alto,alto,mas,2,mediano,mediano,inaceptable
alto,alto,mas,2,mediano,alto,inaceptable
alto,alto,mas,2,grande,bajo,inaceptable
alto,alto,mas,2,grande,mediano,inaceptable
alto,alto,mas,2,grande,alto,inaceptable
alto,alto,mas,4,pequeno,bajo,inaceptable
alto,alto,mas,4,pequeno,mediano,inaceptable
alto,alto,mas,4,pequeno,alto,aceptable
alto,alto,mas,4,mediano,bajo,inaceptable
alto,alto,mas,4,mediano,mediano,aceptable
alto,alto,mas,4,mediano,alto,aceptable
alto,alto,mas,4,grande,bajo,inaceptable
alto,alto,mas,4,grande,mediano,aceptable
alto,alto,mas,4,grande,alto,aceptable
alto,alto,mas,mas,pequeno,bajo,inaceptable
alto,alto,mas,mas,pequeno,mediano,inaceptable
alto,alto,mas,mas,pequeno,alto,aceptable
alto,alto,mas,mas,mediano,bajo,inaceptable
alto,alto,mas,mas,mediano,mediano,aceptable
alto,alto,mas,mas,mediano,alto,aceptable
alto,alto,mas,mas,grande,bajo,inaceptable
alto,alto,mas,mas,grande,mediano,aceptable
alto,alto,mas,mas,grande,alto,aceptable
alto,mediano,2,2,pequeno,bajo,inaceptable
alto,mediano,2,2,pequeno,mediano,inaceptable
alto,mediano,2,2,pequeno,alto,inaceptable
alto,mediano,2,2,mediano,bajo,inaceptable
alto,mediano,2,2,mediano,mediano,inaceptable
alto,mediano,2,2,mediano,alto,inaceptable
alto,mediano,2,2,grande,bajo,inaceptable
alto,mediano,2,2,grande,mediano,inaceptable
alto,mediano,2,2,grande,alto,inaceptable
alto,mediano,2,4,pequeno,bajo,inaceptable
alto,mediano,2,4,pequeno,mediano,inaceptable
alto,mediano,2,4,pequeno,alto,aceptable
alto,mediano,2,4,mediano,bajo,inaceptable
alto,mediano,2,4,mediano,mediano,inaceptable
alto,mediano,2,4,mediano,alto,aceptable
alto,mediano,2,4,grande,bajo,inaceptable
alto,mediano,2,4,grande,mediano,aceptable
alto,mediano,2,4,grande,alto,aceptable
alto,mediano,2,mas,pequeno,bajo,inaceptable
alto,mediano,2,mas,pequeno,mediano,inaceptable
alto,mediano,2,mas,pequeno,alto,inaceptable
alto,mediano,2,mas,mediano,bajo,inaceptable
alto,mediano,2,mas,mediano,mediano,inaceptable
alto,mediano,2,mas,mediano,alto,aceptable
alto,mediano,2,mas,grande,bajo,inaceptable
alto,mediano,2,mas,grande,mediano,aceptable
alto,mediano,2,mas,grande,alto,aceptable
alto,mediano,3,2,pequeno,bajo,inaceptable
alto,mediano,3,2,pequeno,mediano,inaceptable
alto,mediano,3,2,pequeno,alto,inaceptable
alto,mediano,3,2,mediano,bajo,inaceptable
alto,mediano,3,2,mediano,mediano,inaceptable
alto,mediano,3,2,mediano,alto,inaceptable
alto,mediano,3,2,grande,bajo,inaceptable
alto,mediano,3,2,grande,mediano,inaceptable
alto,mediano,3,2,grande,alto,inaceptable
alto,mediano,3,4,pequeno,bajo,inaceptable
alto,mediano,3,4,pequeno,mediano,inaceptable
alto,mediano,3,4,pequeno,alto,aceptable
alto,mediano,3,4,mediano,bajo,inaceptable
alto,mediano,3,4,mediano,mediano,inaceptable
alto,mediano,3,4,mediano,alto,aceptable
alto,mediano,3,4,grande,bajo,inaceptable
alto,mediano,3,4,grande,mediano,aceptable
alto,mediano,3,4,grande,alto,aceptable
alto,mediano,3,mas,pequeno,bajo,inaceptable
alto,mediano,3,mas,pequeno,mediano,inaceptable
alto,mediano,3,mas,pequeno,alto,aceptable
alto,mediano,3,mas,mediano,bajo,inaceptable
alto,mediano,3,mas,mediano,mediano,aceptable
alto,mediano,3,mas,mediano,alto,aceptable
alto,mediano,3,mas,grande,bajo,inaceptable
alto,mediano,3,mas,grande,mediano,aceptable
alto,mediano,3,mas,grande,alto,aceptable
alto,mediano,4,2,pequeno,bajo,inaceptable
alto,mediano,4,2,pequeno,mediano,inaceptable
alto,mediano,4,2,pequeno,alto,inaceptable
alto,mediano,4,2,mediano,bajo,inaceptable
alto,mediano,4,2,mediano,mediano,inaceptable
alto,mediano,4,2,mediano,alto,inaceptable
alto,mediano,4,2,grande,bajo,inaceptable
alto,mediano,4,2,grande,mediano,inaceptable
alto,mediano,4,2,grande,alto,inaceptable
alto,mediano,4,4,pequeno,bajo,inaceptable
alto,mediano,4,4,pequeno,mediano,inaceptable
alto,mediano,4,4,pequeno,alto,aceptable
alto,mediano,4,4,mediano,bajo,inaceptable
alto,mediano,4,4,mediano,mediano,aceptable
alto,mediano,4,4,mediano,alto,aceptable
alto,mediano,4,4,grande,bajo,inaceptable
alto,mediano,4,4,grande,mediano,aceptable
alto,mediano,4,4,grande,alto,aceptable
alto,mediano,4,mas,pequeno,bajo,inaceptable
alto,mediano,4,mas,pequeno,mediano,inaceptable
alto,mediano,4,mas,pequeno,alto,aceptable
alto,mediano,4,mas,mediano,bajo,inaceptable
alto,mediano,4,mas,mediano,mediano,aceptable
alto,mediano,4,mas,mediano,alto,aceptable
alto,mediano,4,mas,grande,bajo,inaceptable
alto,mediano,4,mas,grande,mediano,aceptable
alto,mediano,4,mas,grande,alto,aceptable
alto,mediano,mas,2,pequeno,bajo,inaceptable
alto,mediano,mas,2,pequeno,mediano,inaceptable
alto,mediano,mas,2,pequeno,alto,inaceptable
alto,mediano,mas,2,mediano,bajo,inaceptable
alto,mediano,mas,2,mediano,mediano,inaceptable
alto,mediano,mas,2,mediano,alto,inaceptable
alto,mediano,mas,2,grande,bajo,inaceptable
alto,mediano,mas,2,grande,mediano,inaceptable
alto,mediano,mas,2,grande,alto,inaceptable
alto,mediano,mas,4,pequeno,bajo,inaceptable
alto,mediano,mas,4,pequeno,mediano,inaceptable
alto,mediano,mas,4,pequeno,alto,aceptable
alto,mediano,mas,4,mediano,bajo,inaceptable
alto,mediano,mas,4,mediano,mediano,aceptable
alto,mediano,mas,4,mediano,alto,aceptable
alto,mediano,mas,4,grande,bajo,inaceptable
alto,mediano,mas,4,grande,mediano,aceptable
alto,mediano,mas,4,grande,alto,aceptable
alto,mediano,mas,mas,pequeno,bajo,inaceptable
alto,mediano,mas,mas,pequeno,mediano,inaceptable
alto,mediano,mas,mas,pequeno,alto,aceptable
alto,mediano,mas,mas,mediano,bajo,inaceptable
alto,mediano,mas,mas,mediano,mediano,aceptable
alto,mediano,mas,mas,mediano,alto,aceptable
alto,mediano,mas,mas,grande,bajo,inaceptable
alto,mediano,mas,mas,grande,mediano,aceptable
alto,mediano,mas,mas,grande,alto,aceptable
alto,bajo,2,2,pequeno,bajo,inaceptable
alto,bajo,2,2,pequeno,mediano,inaceptable
alto,bajo,2,2,pequeno,alto,inaceptable
alto,bajo,2,2,mediano,bajo,inaceptable
alto,bajo,2,2,mediano,mediano,inaceptable
alto,bajo,2,2,mediano,alto,inaceptable
alto,bajo,2,2,grande,bajo,inaceptable
alto,bajo,2,2,grande,mediano,inaceptable
alto,bajo,2,2,grande,alto,inaceptable
alto,bajo,2,4,pequeno,bajo,inaceptable
alto,bajo,2,4,pequeno,mediano,inaceptable
alto,bajo,2,4,pequeno,alto,aceptable
alto,bajo,2,4,mediano,bajo,inaceptable
alto,bajo,2,4,mediano,mediano,inaceptable
alto,bajo,2,4,mediano,alto,aceptable
alto,bajo,2,4,grande,bajo,inaceptable
alto,bajo,2,4,grande,mediano,aceptable
alto,bajo,2,4,grande,alto,aceptable
alto,bajo,2,mas,pequeno,bajo,inaceptable
alto,bajo,2,mas,pequeno,mediano,inaceptable
alto,bajo,2,mas,pequeno,alto,inaceptable
alto,bajo,2,mas,mediano,bajo,inaceptable
alto,bajo,2,mas,mediano,mediano,inaceptable
alto,bajo,2,mas,mediano,alto,aceptable
alto,bajo,2,mas,grande,bajo,inaceptable
alto,bajo,2,mas,grande,mediano,aceptable
alto,bajo,2,mas,grande,alto,aceptable
alto,bajo,3,2,pequeno,bajo,inaceptable
alto,bajo,3,2,pequeno,mediano,inaceptable
alto,bajo,3,2,pequeno,alto,inaceptable
alto,bajo,3,2,mediano,bajo,inaceptable
alto,bajo,3,2,mediano,mediano,inaceptable
alto,bajo,3,2,mediano,alto,inaceptable
alto,bajo,3,2,grande,bajo,inaceptable
alto,bajo,3,2,grande,mediano,inaceptable
alto,bajo,3,2,grande,alto,inaceptable
alto,bajo,3,4,pequeno,bajo,inaceptable
alto,bajo,3,4,pequeno,mediano,inaceptable
alto,bajo,3,4,pequeno,alto,aceptable
alto,bajo,3,4,mediano,bajo,inaceptable
alto,bajo,3,4,mediano,mediano,inaceptable
alto,bajo,3,4,mediano,alto,aceptable
alto,bajo,3,4,grande,bajo,inaceptable
alto,bajo,3,4,grande,mediano,aceptable
alto,bajo,3,4,grande,alto,aceptable
alto,bajo,3,mas,pequeno,bajo,inaceptable
alto,bajo,3,mas,pequeno,mediano,inaceptable
alto,bajo,3,mas,pequeno,alto,aceptable
alto,bajo,3,mas,mediano,bajo,inaceptable
alto,bajo,3,mas,mediano,mediano,aceptable
alto,bajo,3,mas,mediano,alto,aceptable
alto,bajo,3,mas,grande,bajo,inaceptable
alto,bajo,3,mas,grande,mediano,aceptable
alto,bajo,3,mas,grande,alto,aceptable
alto,bajo,4,2,pequeno,bajo,inaceptable
alto,bajo,4,2,pequeno,mediano,inaceptable
alto,bajo,4,2,pequeno,alto,inaceptable
alto,bajo,4,2,mediano,bajo,inaceptable
alto,bajo,4,2,mediano,mediano,inaceptable
alto,bajo,4,2,mediano,alto,inaceptable
alto,bajo,4,2,grande,bajo,inaceptable
alto,bajo,4,2,grande,mediano,inaceptable
alto,bajo,4,2,grande,alto,inaceptable
alto,bajo,4,4,pequeno,bajo,inaceptable
alto,bajo,4,4,pequeno,mediano,inaceptable
alto,bajo,4,4,pequeno,alto,aceptable
alto,bajo,4,4,mediano,bajo,inaceptable
alto,bajo,4,4,mediano,mediano,aceptable
alto,bajo,4,4,mediano,alto,aceptable
alto,bajo,4,4,grande,bajo,inaceptable
alto,bajo,4,4,grande,mediano,aceptable
alto,bajo,4,4,grande,alto,aceptable
alto,bajo,4,mas,pequeno,bajo,inaceptable
alto,bajo,4,mas,pequeno,mediano,inaceptable
alto,bajo,4,mas,pequeno,alto,aceptable
alto,bajo,4,mas,mediano,bajo,inaceptable
alto,bajo,4,mas,mediano,mediano,aceptable
alto,bajo,4,mas,mediano,alto,aceptable
alto,bajo,4,mas,grande,bajo,inaceptable
alto,bajo,4,mas,grande,mediano,aceptable
alto,bajo,4,mas,grande,alto,aceptable
alto,bajo,mas,2,pequeno,bajo,inaceptable
alto,bajo,mas,2,pequeno,mediano,inaceptable
alto,bajo,mas,2,pequeno,alto,inaceptable
alto,bajo,mas,2,mediano,bajo,inaceptable
alto,bajo,mas,2,mediano,mediano,inaceptable
alto,bajo,mas,2,mediano,alto,inaceptable
alto,bajo,mas,2,grande,bajo,inaceptable
alto,bajo,mas,2,grande,mediano,inaceptable
alto,bajo,mas,2,grande,alto,inaceptable
alto,bajo,mas,4,pequeno,bajo,inaceptable
alto,bajo,mas,4,pequeno,mediano,inaceptable
alto,bajo,mas,4,pequeno,alto,aceptable
alto,bajo,mas,4,mediano,bajo,inaceptable
alto,bajo,mas,4,mediano,mediano,aceptable
alto,bajo,mas,4,mediano,alto,aceptable
alto,bajo,mas,4,grande,bajo,inaceptable
alto,bajo,mas,4,grande,mediano,aceptable
alto,bajo,mas,4,grande,alto,aceptable
alto,bajo,mas,mas,pequeno,bajo,inaceptable
alto,bajo,mas,mas,pequeno,mediano,inaceptable
alto,bajo,mas,mas,pequeno,alto,aceptable
alto,bajo,mas,mas,mediano,bajo,inaceptable
alto,bajo,mas,mas,mediano,mediano,aceptable
alto,bajo,mas,mas,mediano,alto,aceptable
alto,bajo,mas,mas,grande,bajo,inaceptable
alto,bajo,mas,mas,grande,mediano,aceptable
alto,bajo,mas,mas,grande,alto,aceptable
mediano,muy_alto,2,2,pequeno,bajo,inaceptable
mediano,muy_alto,2,2,pequeno,mediano,inaceptable
mediano,muy_alto,2,2,pequeno,alto,inaceptable
mediano,muy_alto,2,2,mediano,bajo,inaceptable
mediano,muy_alto,2,2,mediano,mediano,inaceptable
mediano,muy_alto,2,2,mediano,alto,inaceptable
mediano,muy_alto,2,2,grande,bajo,inaceptable
mediano,muy_alto,2,2,grande,mediano,inaceptable
mediano,muy_alto,2,2,grande,alto,inaceptable
mediano,muy_alto,2,4,pequeno,bajo,inaceptable
mediano,muy_alto,2,4,pequeno,mediano,inaceptable
mediano,muy_alto,2,4,pequeno,alto,aceptable
mediano,muy_alto,2,4,mediano,bajo,inaceptable
mediano,muy_alto,2,4,mediano,mediano,inaceptable
mediano,muy_alto,2,4,mediano,alto,aceptable
mediano,muy_alto,2,4,grande,bajo,inaceptable
mediano,muy_alto,2,4,grande,mediano,aceptable
mediano,muy_alto,2,4,grande,alto,aceptable
mediano,muy_alto,2,mas,pequeno,bajo,inaceptable
mediano,muy_alto,2,mas,pequeno,mediano,inaceptable
mediano,muy_alto,2,mas,pequeno,alto,inaceptable
mediano,muy_alto,2,mas,mediano,bajo,inaceptable
mediano,muy_alto,2,mas,mediano,mediano,inaceptable
mediano,muy_alto,2,mas,mediano,alto,aceptable
mediano,muy_alto,2,mas,grande,bajo,inaceptable
mediano,muy_alto,2,mas,grande,mediano,aceptable
mediano,muy_alto,2,mas,grande,alto,aceptable
mediano,muy_alto,3,2,pequeno,bajo,inaceptable
mediano,muy_alto,3,2,pequeno,mediano,inaceptable
mediano,muy_alto,3,2,pequeno,alto,inaceptable
mediano,muy_alto,3,2,mediano,bajo,inaceptable
mediano,muy_alto,3,2,mediano,mediano,inaceptable
mediano,muy_alto,3,2,mediano,alto,inaceptable
mediano,muy_alto,3,2,grande,bajo,inaceptable
mediano,muy_alto,3,2,grande,mediano,inaceptable
mediano,muy_alto,3,2,grande,alto,inaceptable
mediano,muy_alto,3,4,pequeno,bajo,inaceptable
mediano,muy_alto,3,4,pequeno,mediano,inaceptable
mediano,muy_alto,3,4,pequeno,alto,aceptable
mediano,muy_alto,3,4,mediano,bajo,inaceptable
mediano,muy_alto,3,4,mediano,mediano,inaceptable
mediano,muy_alto,3,4,mediano,alto,aceptable
mediano,muy_alto,3,4,grande,bajo,inaceptable
mediano,muy_alto,3,4,grande,mediano,aceptable
mediano,muy_alto,3,4,grande,alto,aceptable
mediano,muy_alto,3,mas,pequeno,bajo,inaceptable
mediano,muy_alto,3,mas,pequeno,mediano,inaceptable
mediano,muy_alto,3,mas,pequeno,alto,aceptable
mediano,muy_alto,3,mas,mediano,bajo,inaceptable
mediano,muy_alto,3,mas,mediano,mediano,aceptable
mediano,muy_alto,3,mas,mediano,alto,aceptable
mediano,muy_alto,3,mas,grande,bajo,inaceptable
mediano,muy_alto,3,mas,grande,mediano,aceptable
mediano,muy_alto,3,mas,grande,alto,aceptable
mediano,muy_alto,4,2,pequeno,bajo,inaceptable
mediano,muy_alto,4,2,pequeno,mediano,inaceptable
mediano,muy_alto,4,2,pequeno,alto,inaceptable
mediano,muy_alto,4,2,mediano,bajo,inaceptable
mediano,muy_alto,4,2,mediano,mediano,inaceptable
mediano,muy_alto,4,2,mediano,alto,inaceptable
mediano,muy_alto,4,2,grande,bajo,inaceptable
mediano,muy_alto,4,2,grande,mediano,inaceptable
mediano,muy_alto,4,2,grande,alto,inaceptable
mediano,muy_alto,4,4,pequeno,bajo,inaceptable
mediano,muy_alto,4,4,pequeno,mediano,inaceptable
mediano,muy_alto,4,4,pequeno,alto,aceptable
mediano,muy_alto,4,4,mediano,bajo,inaceptable
mediano,muy_alto,4,4,mediano,mediano,aceptable
mediano,muy_alto,4,4,mediano,alto,aceptable
mediano,muy_alto,4,4,grande,bajo,inaceptable
mediano,muy_alto,4,4,grande,mediano,aceptable
mediano,muy_alto,4,4,grande,alto,aceptable
mediano,muy_alto,4,mas,pequeno,bajo,inaceptable
mediano,muy_alto,4,mas,pequeno,mediano,inaceptable
mediano,muy_alto,4,mas,pequeno,alto,aceptable
mediano,muy_alto,4,mas,mediano,bajo,inaceptable
mediano,muy_alto,4,mas,mediano,mediano,aceptable
mediano,muy_alto,4,mas,mediano,alto,aceptable
mediano,muy_alto,4,mas,grande,bajo,inaceptable
mediano,muy_alto,4,mas,grande,mediano,aceptable
mediano,muy_alto,4,mas,grande,alto,aceptable
mediano,muy_alto,mas,2,pequeno,bajo,inaceptable
mediano,muy_alto,mas,2,pequeno,mediano,inaceptable
mediano,muy_alto,mas,2,pequeno,alto,inaceptable
mediano,muy_alto,mas,2,mediano,bajo,inaceptable
mediano,muy_alto,mas,2,mediano,mediano,inaceptable
mediano,muy_alto,mas,2,mediano,alto,inaceptable
mediano,muy_alto,mas,2,grande,bajo,inaceptable
mediano,muy_alto,mas,2,grande,mediano,inaceptable
mediano,muy_alto,mas,2,grande,alto,inaceptable
mediano,muy_alto,mas,4,pequeno,bajo,inaceptable
mediano,muy_alto,mas,4,pequeno,mediano,inaceptable
mediano,muy_alto,mas,4,pequeno,alto,aceptable
mediano,muy_alto,mas,4,mediano,bajo,inaceptable
mediano,muy_alto,mas,4,mediano,mediano,aceptable
mediano,muy_alto,mas,4,mediano,alto,aceptable
mediano,muy_alto,mas,4,grande,bajo,inaceptable
mediano,muy_alto,mas,4,grande,mediano,aceptable
mediano,muy_alto,mas,4,grande,alto,aceptable
mediano,muy_alto,mas,mas,pequeno,bajo,inaceptable
mediano,muy_alto,mas,mas,pequeno,mediano,inaceptable
mediano,muy_alto,mas,mas,pequeno,alto,aceptable
mediano,muy_alto,mas,mas,mediano,bajo,inaceptable
mediano,muy_alto,mas,mas,mediano,mediano,aceptable
mediano,muy_alto,mas,mas,mediano,alto,aceptable
mediano,muy_alto,mas,mas,grande,bajo,inaceptable
mediano,muy_alto,mas,mas,grande,mediano,aceptable
mediano,muy_alto,mas,mas,grande,alto,aceptable
mediano,alto,2,2,pequeno,bajo,inaceptable
mediano,alto,2,2,pequeno,mediano,inaceptable
mediano,alto,2,2,pequeno,alto,inaceptable
mediano,alto,2,2,mediano,bajo,inaceptable
mediano,alto,2,2,mediano,mediano,inaceptable
mediano,alto,2,2,mediano,alto,inaceptable
mediano,alto,2,2,grande,bajo,inaceptable
mediano,alto,2,2,grande,mediano,inaceptable
mediano,alto,2,2,grande,alto,inaceptable
mediano,alto,2,4,pequeno,bajo,inaceptable
mediano,alto,2,4,pequeno,mediano,inaceptable
mediano,alto,2,4,pequeno,alto,aceptable
mediano,alto,2,4,mediano,bajo,inaceptable
mediano,alto,2,4,mediano,mediano,inaceptable
mediano,alto,2,4,mediano,alto,aceptable
mediano,alto,2,4,grande,bajo,inaceptable
mediano,alto,2,4,grande,mediano,aceptable
mediano,alto,2,4,grande,alto,aceptable
mediano,alto,2,mas,pequeno,bajo,inaceptable
mediano,alto,2,mas,pequeno,mediano,inaceptable
mediano,alto,2,mas,pequeno,alto,inaceptable
mediano,alto,2,mas,mediano,bajo,inaceptable
mediano,alto,2,mas,mediano,mediano,inaceptable
mediano,alto,2,mas,mediano,alto,aceptable
mediano,alto,2,mas,grande,bajo,inaceptable
mediano,alto,2,mas,grande,mediano,aceptable
mediano,alto,2,mas,grande,alto,aceptable
mediano,alto,3,2,pequeno,bajo,inaceptable
mediano,alto,3,2,pequeno,mediano,inaceptable
mediano,alto,3,2,pequeno,alto,inaceptable
mediano,alto,3,2,mediano,bajo,inaceptable
mediano,alto,3,2,mediano,mediano,inaceptable
mediano,alto,3,2,mediano,alto,inaceptable
mediano,alto,3,2,grande,bajo,inaceptable
mediano,alto,3,2,grande,mediano,inaceptable
mediano,alto,3,2,grande,alto,inaceptable
mediano,alto,3,4,pequeno,bajo,inaceptable
mediano,alto,3,4,pequeno,mediano,inaceptable
mediano,alto,3,4,pequeno,alto,aceptable
mediano,alto,3,4,mediano,bajo,inaceptable
mediano,alto,3,4,mediano,mediano,inaceptable
mediano,alto,3,4,mediano,alto,aceptable
mediano,alto,3,4,grande,bajo,inaceptable
mediano,alto,3,4,grande,mediano,aceptable
mediano,alto,3,4,grande,alto,aceptable
mediano,alto,3,mas,pequeno,bajo,inaceptable
